instance, MC, CC, Logarithmic, ZigZag, ZigZagInteger
558_1_1_1, 33.49272727277638, 33.52333333333518, 33.492727272727265, 33.492727272727265, 33.492727272727265
558_1_1_2, 20.98787878798877, 20.922121212123933, 20.856363636363657, 20.863030303030296, 20.863030303030254
558_1_1_3, 29.7069696970523, 29.706969696972624, 29.706969696969697, 29.706969696969697, 29.706969696969697
558_1_1_4, 10.568484848503402, 10.596969696970252, 10.56848484848485, 10.56848484848485, 10.56848484848485
558_1_1_5, 7.879393939401622, 7.888484848485021, 7.87939393939394, 7.87939393939394, 7.87939393939394
558_1_1_6, 35.47666666666667, 35.4803030303035, 35.47666666666667, 35.47666666666667, 35.47666666666667
558_1_1_7, 46.312424242488106, 46.31060572288498
